,Carry,TotalDistance,BallSpeed,BackSpin,SideSpin,HLA,VLA,Decent,PeakHeight,Offline,rawSpinAxis,rawCarryGame,Club,ClubSpeed,Path,AoA,FaceToTarget,FaceToPath,SmashFactor,Date,DistanceToPin_Yrds
186,107.0322,111.6244,83.24923,6898.535,-593.0,-2.26026,25.24762,45.34662,62.14275,-7.389574,-4.931247,104.6963,GW,68.31995,0.3383978,-7.883628,-2.803189,3.141587,1.21852,2025-04-23 18:35:54,"['28.13', 'ft'] yds"
187,118.369,122.0542,89.77325,6529.895,300.0,1.316372,21.74255,43.08777,61.8049,4.727324,2.633241,116.2606,I9,70.28746,0.346343,-8.138925,1.549793,-1.20345,1.27723,2025-04-23 18:35:54,"['20.01', 'ft'] yds"
188,132.2427,137.1223,98.56361,6320.88,-2191.0,-5.492966,19.1251,42.79327,63.25177,-30.67242,-20.28127,129.577,I9,72.15173,-0.08583964,-5.942819,-6.67406,6.588221,1.36606,2025-04-23 18:35:54,34.43 yds
189,125.0682,129.7187,93.33891,6050.165,-899.0,-1.281635,20.88952,42.72041,63.85788,-9.948127,-8.545282,123.1505,I9,67.50333,-2.597206,-7.162964,-1.164631,-1.432575,1.38273,2025-04-23 18:35:54,11.46 yds
190,126.0794,131.4178,94.76167,6111.1,-862.0,-4.555774,17.24396,39.23759,52.93742,-16.5115,-8.108888,123.5518,I9,71.28721,0.5453019,-7.396399,-5.629264,6.174566,1.329294,2025-04-23 18:35:54,18.44 yds
191,127.6858,134.2017,98.60686,5773.532,-2892.0,-6.442304,15.97484,36.26804,46.76074,-36.67403,-30.05999,124.1393,I9,71.37561,2.242342,-8.555408,-8.184436,10.42678,1.38152,2025-04-23 18:35:54,41.82 yds
192,100.9131,108.7664,80.65528,3385.637,-739.0,-0.6434834,18.11449,31.93416,33.43708,-6.414504,-12.60774,96.71352,I9,69.71629,1.199214,-8.804956,-0.9660525,2.165266,1.156907,2025-04-23 18:35:54,19.38 yds
193,129.4364,135.1795,96.37285,5694.658,-1222.0,-3.041288,17.40357,38.71838,54.72002,-17.22973,-12.3913,126.9626,I9,71.37971,4.014954,-7.545042,-4.31406,8.329014,1.350143,2025-04-23 18:35:54,20.48 yds
194,146.6335,152.3625,102.5959,3693.641,-467.0,-2.031641,15.08498,35.29332,51.16882,-11.52456,-7.263546,142.0528,I7,72.63977,-2.0866,-7.262628,-2.155469,0.0688684,1.412392,2025-04-23 18:35:54,13.99 yds
195,149.9022,159.6437,105.7522,3795.358,-352.0,-2.018701,12.83119,32.76982,46.11664,-10.04317,-5.321537,145.2637,I7,74.04305,2.615503,-7.748963,-2.855985,5.471488,1.428252,2025-04-23 18:35:54,11.48 yds
196,137.7176,145.0367,97.77325,3117.303,-541.0,-1.883514,15.38435,33.30282,43.8288,-11.57601,-9.994139,131.4806,I7,76.64421,2.701163,-6.525159,-2.704457,5.405621,1.275677,2025-04-23 18:35:54,18.75 yds
197,149.2736,145.5359,102.3029,3592.971,-119.0,0.841086,17.45421,38.80057,61.00318,0.3410204,-1.897996,145.2955,I7,73.83358,0.83578,-5.551357,0.896624,-0.06084406,1.385588,2025-04-23 18:35:54,12.17 yds
198,130.4313,140.0222,93.60536,3028.473,145.0,0.9296789,16.70758,33.65163,43.85237,3.841011,2.744309,124.6978,I7,74.16508,0.7785197,-6.15566,1.0132,-0.2346799,1.262122,2025-04-23 18:35:54,17.97 yds
199,159.9287,175.1889,107.5631,2296.611,86.0,-6.51155,14.6347,31.45884,49.40774,-15.75072,2.146027,155.1935,I7,73.22058,-0.4544073,-3.374881,-7.857942,7.403534,1.469028,2025-04-23 18:35:54,25.59 yds
200,159.1978,168.6948,113.035,3339.228,-714.0,-3.210871,11.00396,28.71333,43.46938,-20.93324,-12.34642,156.6787,I5,76.86692,2.96011,-5.461495,-4.359827,7.319937,1.470529,2025-04-23 18:35:54,27.65 yds
201,145.9718,161.9613,109.0717,2603.837,-768.0,-2.228638,10.45595,24.33977,32.03084,-18.01287,-17.1545,142.0114,I5,76.73241,2.80586,-6.236585,-3.14056,5.94642,1.421456,2025-04-23 18:35:54,30.5 yds
202,144.3581,160.7629,105.7884,2867.913,199.0,4.160097,11.78333,25.76462,37.86645,13.51874,3.978863,142.758,I5,74.61954,5.657691,-7.053477,4.202668,1.455024,1.417704,2025-04-23 18:35:54,26.1 yds
203,154.0502,163.3381,108.3356,3572.886,205.0,1.399002,13.14779,32.67812,50.22614,6.99068,3.289243,152.4079,I5,78.57091,2.639539,-8.017226,1.301064,1.338475,1.378826,2025-04-23 18:35:54,19.9 yds
204,145.6183,159.5072,105.8515,2406.932,-154.0,-0.3224736,11.92757,25.52759,36.07942,-3.512175,-3.668397,142.6351,I5,77.78757,1.783274,-6.7339,-0.6642248,2.447499,1.360776,2025-04-23 18:35:54,22.69 yds
205,150.4535,168.2209,116.0636,3241.883,-1437.0,-5.955428,8.640253,22.56807,30.09926,-36.27064,-26.31213,147.0151,I5,77.81159,1.707709,-5.682914,-7.510273,9.217982,1.491598,2025-04-23 18:35:54,49.37 yds
206,157.002,169.086,113.3362,2957.713,-892.0,-1.742828,10.65433,26.43833,38.77767,-20.38728,-17.55279,154.0846,I5,75.93203,1.67484,-6.658296,-2.376847,4.051687,1.492601,2025-04-23 18:35:54,27.97 yds
207,172.993,171.2761,121.4122,2201.75,110.0,1.044161,9.525131,23.19506,37.76608,5.862072,2.863705,172.0365,W5,85.05327,1.660987,-4.762349,1.018145,0.6428421,1.427484,2025-04-23 18:35:54,13.85 yds
208,185.8837,190.443,130.8521,2552.829,-593.0,-1.621012,7.309511,22.33057,35.4721,-19.88968,-13.43201,183.5737,W5,86.79594,-1.053948,-4.687371,-1.812872,0.758924,1.507583,2025-04-23 18:35:54,20.54 yds
209,174.5113,188.1011,124.1342,2721.036,14.0,-4.07414,7.824189,22.61297,36.0653,-12.04987,0.2947938,173.9986,W5,89.99096,3.429005,-4.315476,-5.482197,8.911201,1.379407,2025-04-23 18:35:54,16.62 yds
210,105.003,110.0053,82.42432,5776.812,-1227.0,-6.064892,19.9714,38.67806,43.50271,-17.46487,-12.26309,101.0437,PW,69.91608,4.577449,-7.103998,-8.08068,12.65813,1.178904,2025-04-25 16:28:03,20.24 yds
211,101.6898,106.2871,80.44747,5381.338,-1208.0,-4.279081,20.60282,38.32671,42.19447,-13.88713,-12.97227,97.58995,PW,68.70531,2.663972,-6.704659,-5.615155,8.279127,1.170906,2025-04-25 16:28:03,16.6 yds
212,111.301,116.3071,85.98601,6814.802,-1078.0,-2.671505,21.21945,42.35946,53.78919,-11.27647,-9.101567,108.4462,PW,68.08955,2.796034,-7.372709,-3.678209,6.474243,1.262837,2025-04-25 16:28:03,15.59 yds
213,110.1456,114.1098,85.6667,7027.565,-326.0,-1.110885,20.34925,41.03816,51.2335,-3.893761,-2.658834,107.551,PW,65.51575,1.514208,-8.153097,-1.58305,3.097258,1.307574,2025-04-25 16:28:03,"['25.31', 'ft'] yds"
214,114.228,119.0174,87.70174,6904.012,-1549.0,-4.412203,20.80869,41.89124,54.64406,-17.69875,-12.96538,110.7818,PW,68.39617,-2.122088,-7.609099,-5.048159,2.92607,1.282261,2025-04-25 16:28:03,22.46 yds
215,112.6983,117.948,87.07341,6740.76,-1559.0,-1.410762,20.54189,40.87756,52.62614,-11.93312,-13.37242,109.7133,PW,67.85262,3.791827,-6.247828,-2.295069,6.086895,1.283273,2025-04-25 16:28:03,17.43 yds
216,115.7842,119.8237,89.00085,7662.833,-113.0,2.091365,21.59893,43.70667,61.11559,3.477053,-0.844943,113.4734,PW,71.38968,5.325464,-7.963573,1.734802,3.590662,1.246691,2025-04-25 16:28:03,13.3 yds
217,115.9807,121.3728,88.84898,6640.464,-2161.0,-7.560691,20.78971,41.84962,54.85221,-28.04745,-18.99157,112.18,PW,73.11444,5.632131,-4.210864,-10.06233,15.69446,1.215204,2025-04-25 16:28:03,32.84 yds
218,117.6286,123.0822,89.75489,7004.183,-557.0,-0.2049672,22.14563,44.46376,63.43917,-4.032062,-4.561201,115.6115,PW,71.87655,4.13829,-6.732588,-0.8799111,5.018201,1.248737,2025-04-25 16:28:03,16.71 yds
219,92.17118,98.58053,75.29181,4125.22,-779.0,-1.712903,20.37803,35.19657,34.26584,-6.765696,-10.885,87.7187,PW,71.72942,3.937373,-8.326395,-2.685066,6.622439,1.049664,2025-04-25 16:28:03,12.16 yds
220,110.0615,114.0117,85.34225,7113.394,-646.0,-0.1748042,22.28386,42.8155,56.72758,-3.932042,-5.210472,107.5958,PW,72.03353,4.25462,-6.60991,-0.8609112,5.115531,1.184757,2025-04-25 16:28:03,"['25.47', 'ft'] yds"
221,119.5334,124.1099,91.019,7739.091,-375.0,-3.639282,22.18435,45.35593,66.50133,-9.763776,-2.777372,117.0629,PW,72.61105,0.7850619,-6.789411,-4.550051,5.335113,1.253514,2025-04-25 16:28:03,19.96 yds
222,104.3801,112.7046,81.91821,4389.354,1124.0,-4.311618,20.48046,35.94976,42.64765,-0.01912916,14.83724,101.3209,PW,67.71568,-2.094705,-6.883358,-4.929879,2.835173,1.209738,2025-04-25 16:28:03,"['17.24', 'ft'] yds"
223,129.2678,134.6346,96.37704,7031.083,-1975.0,-5.972569,18.90669,43.34172,60.91551,-27.35711,-16.31366,125.0168,PW,71.87198,0.820137,-7.384595,-7.395936,8.216074,1.340954,2025-04-25 16:28:03,38.84 yds
224,107.6028,112.7388,83.66539,5894.687,-1106.0,-2.06982,21.54549,40.78363,50.242,-10.36823,-10.81431,104.718,PW,72.847,3.821236,-7.005349,-3.101886,6.923122,1.148508,2025-04-25 16:28:03,12.81 yds
225,116.7758,121.5169,89.21375,7236.75,-598.0,-2.048831,22.43812,44.79898,63.7073,-7.822634,-4.739972,114.4624,PW,72.27721,4.55117,-5.718836,-3.187525,7.738695,1.234327,2025-04-25 16:28:03,16.93 yds
226,105.3103,108.7947,82.53966,7522.502,-194.0,-6.19183,22.39658,42.80903,53.18233,-11.99561,-1.477781,102.4933,PW,65.66027,-8.465365,-8.742921,-6.248408,-2.216957,1.257071,2025-04-25 16:28:03,13.78 yds
227,85.05264,90.17737,71.53133,6023.16,659.0,-6.835579,21.74492,37.68949,34.68701,-7.306262,6.281364,81.00143,PW,63.75705,-6.664038,-8.341722,-7.306504,0.6424656,1.121936,2025-04-25 16:28:03,19.18 yds
228,103.8173,109.2872,82.109,7231.632,392.0,-2.725467,21.26446,40.32463,48.90108,-2.911165,3.107315,101.207,PW,67.60236,0.9132463,-8.807357,-3.457098,4.370344,1.214588,2025-04-25 16:28:03,"['12.14', 'ft'] yds"
